,index,iso,"('Index',)","('RF',)","('NuSVR',)","('GBR',)","('DTREE',)","('ADA_DTREE',)"
257,122,498.434395485958,257,495.3701208716735,493.3286942447005,494.2222406435196,493.01795119742974,494.292336477436
258,1273,490.9496707830599,258,490.9071903380463,490.5659876415624,490.1082441086734,490.8529065750889,490.8905660746823
259,673,501.2639550768756,259,500.46565767887336,499.8289188361069,500.46755461704095,498.0533875145395,499.8736383550794
260,871,489.4386957176691,260,489.87959149857227,490.03055156942855,490.042405806216,489.71937187036673,490.05597841596807
261,884,489.18386474114703,261,489.89000685155565,489.7419480948873,490.4910692560287,489.71937187036673,490.1137879625242
262,352,488.53291658100346,262,488.95911187363566,490.0092597489133,489.3064328933612,489.71937187036673,489.7762897065912
263,842,495.2095865745823,263,494.0613875545648,492.98967081720025,493.8022106016612,493.01795119742974,493.60722229936056
264,350,495.0866788664912,264,495.8916789120211,494.2631418425664,496.1766926696173,494.1280377438568,496.6196576025395
265,182,485.97621158081273,265,488.18837482382287,489.4068196046029,488.587414050844,489.71937187036673,489.438254836889
266,671,497.6307225401581,266,494.90970398567777,493.2015698906213,493.7434104327053,493.01795119742974,493.6429874446678
267,782,504.2650781272675,267,496.44583893224905,493.8198991920895,496.2171376653394,495.1490258760933,497.31212422953
268,1277,492.4221283675766,268,490.8402000866604,490.4876024697266,489.7475776828509,490.8529065750889,490.4336221069908
269,1362,490.91555945709314,269,491.9675490695815,493.8731315996878,492.8076023174538,493.01795119742974,492.9739060414561
270,1138,493.1163816409618,270,493.6408906024864,494.7286942415619,493.91298684360686,494.1280377438568,494.3231179055095
271,711,490.43954085435416,271,492.4412481575718,494.23952740946567,493.4560168509838,494.1280377438568,494.2978814880298
272,857,499.5622747822376,272,496.7078438357385,496.9412680560172,496.76668300449154,494.1280377438568,496.6196576025395
273,1052,492.17052799500544,273,492.8995480539775,493.1039387946823,492.6018184337897,493.01795119742974,493.64157875190295
274,105,487.3892842330028,274,489.5152828696052,490.4404542324918,489.7424399656181,490.8529065750889,490.1327978446014
275,982,487.5637290730784,275,492.9734383790596,494.0723308505116,492.5317713836656,495.1490258760933,493.6052440900437
276,1117,488.8117532222109,276,489.858839811959,490.1350573061851,491.6723102938307,489.71937187036673,490.2538526910144
277,520,492.5676497189285,277,493.7601766921642,493.845855334552,494.5911241713976,494.1280377438568,494.436794765836
278,1081,489.4622283258534,278,493.2872607505097,494.3755291992532,493.2569026603196,493.01795119742974,493.5321420728593
279,300,496.8398915529664,279,493.9956735398408,492.7828359212765,493.5728105970943,493.01795119742974,493.5846233429327
280,375,487.5408852136193,280,489.9729673990244,490.18489451427007,491.1899166491218,489.71937187036673,489.9687149318097
281,289,496.5134676056916,281,491.3314870353928,489.9456769595061,490.9279902279022,489.71937187036673,490.1137879625242
282,32,486.5581421530862,282,488.1127630792968,489.22843863707135,489.092884407498,489.71937187036673,489.5888471973705
283,349,488.9890258949988,283,489.5507095892654,489.9941802806503,489.5786356878707,489.71937187036673,489.9019321876779
284,799,497.9901651329121,284,495.2018199547799,494.26759564656726,494.5911241713976,494.1280377438568,494.5437758916926
285,727,487.95639218143725,285,489.4087476431471,490.34307517920496,489.8430030214236,489.71937187036673,489.73201852891054
286,625,487.3105787088418,286,489.314410462801,490.15003014981215,490.0475231581937,489.71937187036673,490.05597841596807
287,249,494.8296990045198,287,494.90283886646,494.4625012475577,494.80375909577566,495.1490258760933,493.6604563458821
288,383,487.8694630269447,288,488.9610851195087,490.1319136850636,489.3442552411203,489.71937187036673,489.6553447505154
289,878,484.5884841650045,289,487.6355790882295,489.30667475369535,488.259101581102,489.71937187036673,489.438254836889
290,1252,494.1881661099148,290,491.64896586701366,490.3490865591784,491.5098452177501,490.8529065750889,489.9863365196112
291,824,484.8748676466701,291,489.8087097605399,489.7463702275987,490.2391488421427,489.71937187036673,489.7025812281281
292,736,493.4767525040221,292,493.1877119869446,492.4236994962213,492.9344841485144,495.1490258760933,493.5846233429327
293,1343,489.46750949352025,293,489.5077539677644,489.7161540845691,490.0473524879709,489.71937187036673,489.9687149318097
294,1230,496.2680618111097,294,497.3238283956503,497.6728253074226,497.6947409272124,498.0533875145395,499.540636890672
295,620,489.5322010715443,295,489.1527925236937,490.2915933992958,489.1614261735428,489.71937187036673,489.5218362903416
296,123,492.06976963268,296,491.98384465123655,492.6180714041183,490.4685102591048,490.8529065750889,492.2973128831039
297,619,501.5539279170914,297,496.8649427261285,496.73220803603226,497.290505441163,494.1280377438568,496.5496733891341
298,1026,495.8587362411308,298,491.1627377044847,490.7445249204152,490.95539687418926,489.71937187036673,490.05765720454445
299,262,486.8132777927573,299,488.7727902735684,489.4530620650361,489.4656368866703,489.71937187036673,489.438254836889
300,635,488.4009081595721,300,488.9436991823559,490.0326870302965,489.5297182409081,489.71937187036673,489.5787597859317
301,858,495.7738030440091,301,493.67882286845753,492.80220839432377,493.4044270136556,493.01795119742974,493.5466122632432
302,1001,491.271381432753,302,490.69783114832046,490.7734172432395,490.5549452768135,490.8529065750889,490.666572564139
303,179,495.145488829115,303,490.7725129733049,489.62928431189385,490.0280381978197,489.71937187036673,489.9019321876779
304,1209,490.9680785620664,304,490.9344433561857,490.29441980193263,490.19261499788007,490.8529065750889,490.8905660746823
305,415,484.3249259373367,305,491.6450408461649,493.1578100172125,492.00642085878974,493.01795119742974,490.05765720454445
306,463,496.984111920034,306,495.4144197661647,494.7640031506599,495.8846663682863,495.1490258760933,494.06588428528977
307,1354,487.53209120465294,307,488.8624942734069,490.48338893850325,489.0217019907385,489.71937187036673,489.8605849527895
308,988,499.3786196863246,308,499.471360753119,499.3112340788769,498.82429361047656,498.0533875145395,499.8736383550794
309,413,493.426254313906,309,490.9367510472956,490.5901040171577,490.19694077932223,490.8529065750889,489.9687149318097
310,1114,488.0300025863419,310,489.45205068948246,490.1817806980873,490.3699057383527,489.71937187036673,489.7591997171015
311,1086,501.4091597227405,311,499.84526807197017,498.8439963737528,499.3564202209704,498.0533875145395,499.85121724546445
312,767,498.2805976962688,312,499.1049534898362,501.6911408958995,499.75218645342926,500.726658035386,499.8736383550794
313,374,503.8757840612452,313,501.2334448919388,501.6553082796634,501.2506450720612,500.726658035386,500.745233061912
314,844,494.4566091156675,314,491.688291542453,489.8982674638665,490.5401293926324,489.71937187036673,489.9019321876779
315,974,487.6143575230232,315,488.9003888089798,490.1093531285912,489.1442285124393,489.71937187036673,489.5760056698518
316,115,493.3586154089003,316,496.1552687156916,498.74863330701766,495.0234780572816,498.0533875145395,498.0998295983438
317,91,488.02216871817967,317,489.4647366906289,490.2833543857199,489.5188396958781,489.71937187036673,489.6553447505154
318,576,490.9723113727075,318,489.7938107645498,489.4522948321864,490.1744372861117,489.71937187036673,489.5760056698518
319,687,494.99815425217474,319,491.4490079184104,490.365759028132,491.14613367706016,490.8529065750889,490.54061223132544
320,931,495.5845166233676,320,491.0847335721869,490.05135383266486,491.0833813850365,489.71937187036673,490.6057057605461
321,698,500.68020410484206,321,500.8488290772844,500.085258647747,500.90647894494685,500.726658035386,500.0021777797482
322,675,494.5373974400366,322,491.0543564502181,489.9428395349265,490.2911239344808,489.71937187036673,489.6553447505154
323,1293,503.5898328339324,323,500.6123820324189,497.5232631261677,501.4343589326895,498.0533875145395,502.8399534548646
324,514,492.90291381832543,324,493.4208621154688,492.9209875610381,493.5728105970943,493.01795119742974,493.6429874446678
325,435,497.1016773424867,325,494.62756682431774,494.836297700149,493.4290872109819,494.1280377438568,494.5437758916926
326,1097,489.751244746702,326,490.2642738423132,490.78478687402367,490.5549452768135,490.8529065750889,490.90148568702
327,1018,488.0696055204528,327,489.3126802850585,490.2158655085032,490.0653675975314,489.71937187036673,489.7762897065912
328,975,491.6084584868708,328,490.6343961553844,489.3885264093773,489.42119687724,489.71937187036673,489.5787597859317
329,650,502.05597739930016,329,500.7057132733084,499.8356576897451,500.6615573243354,500.726658035386,500.34151503849
330,1006,497.9839646469988,330,497.20343809940897,497.8896011673608,497.7553948101771,498.0533875145395,496.20678106685847
331,409,496.072067056549,331,495.9579108816751,494.3534818297557,496.3084873032095,495.1490258760933,495.6530131122752
332,1384,487.2301580163535,332,488.75338919437417,489.6027877606034,488.6252609762616,489.71937187036673,489.5787597859317
333,402,495.8677514403959,333,494.5430654134541,496.50751150666974,493.3878073540616,490.8529065750889,494.2978814880298
334,570,488.3835232066427,334,491.1288021610017,493.3348911830456,492.6503580281712,493.01795119742974,490.4530277208907
335,748,493.4428083407493,335,490.2482600895448,489.4550463170664,488.9679019805433,489.71937187036673,489.54311546155446
336,1280,498.5896760865132,336,495.7090786184101,494.3839114959662,494.1644366921767,493.01795119742974,494.3957318262464
337,1106,493.5306743202978,337,493.4260381625631,493.5880526452124,494.7465240871626,495.1490258760933,493.6052440900437
338,453,490.16418206961634,338,490.10898437651065,489.7073439970573,489.5188396958781,489.71937187036673,489.6332081618688
339,667,483.7625284166699,339,488.8849236532959,490.11198916396745,489.5018420983739,489.71937187036673,489.5080665475899
340,1152,490.7650942214398,340,491.7785130359581,493.118626888721,491.74914781932745,493.01795119742974,491.55316875997033
341,107,496.8655566899444,341,494.4553597380493,494.4590177758085,496.8425483159396,498.0533875145395,495.0446860941887
342,78,495.56362447950295,342,495.9917649701055,497.7837105308281,494.5899201801183,498.0533875145395,496.1672181943811
343,631,483.8364347455604,343,488.3309859621303,489.40269969443614,488.587414050844,489.71937187036673,489.438254836889
344,1162,489.4369220499513,344,490.2761223317343,490.7027079542802,490.5932111133925,490.8529065750889,490.90148568702
345,749,492.6263005843008,345,490.6227433357679,491.06084145261553,491.8462306799397,489.71937187036673,489.54311546155446
346,1099,492.6670952511933,346,495.8196736546099,498.8158107347071,495.48749717322016,498.0533875145395,495.705791631708
347,916,494.9187801094922,347,493.6679907864808,492.69850060343214,494.1040575323804,495.1490258760933,493.6604563458821
348,1319,500.2408687382989,348,500.5414383656719,500.8262220195273,500.22753174771054,500.726658035386,500.34151503849
349,331,491.1363854129952,349,490.5265811037845,489.9303165891258,489.8189951485916,489.71937187036673,489.9687149318097
350,342,483.9750754947409,350,488.2278853867255,490.124676862908,488.4019093576553,489.71937187036673,489.31787975175456
351,214,497.678895202841,351,498.6327446451455,499.4974143062653,498.0163654680208,498.0533875145395,499.2606505613649
352,1239,489.66338640698,352,491.93111161230325,492.593680441618,492.624924024606,490.8529065750889,492.38951817710887
353,575,488.14626964056896,353,489.3171153928277,490.0967409306973,490.48419205271136,489.71937187036673,490.2538526910144
354,1300,492.8260307792851,354,493.1994759427333,492.7890106184904,493.4140346065594,493.01795119742974,493.0762868588888
355,181,493.0117772067648,355,491.8169663796504,490.2613625897582,491.585007051447,490.8529065750889,490.6274593017862
356,643,492.0662856946842,356,493.5740511403893,494.2111939113163,493.80492253627153,494.1280377438568,494.38964648826817
357,3,487.5211692170009,357,487.7984750076706,489.53446863175714,488.6252609762616,489.71937187036673,489.5218362903416
358,808,492.1841422306243,358,490.5497583430877,489.7388533921974,490.7542934138005,489.71937187036673,490.05597841596807
359,1055,484.2448111724855,359,488.10058719981225,489.8980207133351,489.0221654721028,489.71937187036673,489.5787597859317
360,688,482.062623415846,360,489.0412464103249,489.7634430196424,490.2889659659919,489.71937187036673,489.2754899942265
361,1179,490.6086826207975,361,490.2958689928692,490.0363891382293,490.0130966872279,489.71937187036673,489.9019321876779
362,818,491.5560269766413,362,490.5634857393072,489.8381807181525,490.351866241384,489.71937187036673,489.7762897065912
363,875,502.0555507289643,363,498.7865313171197,497.9138553315515,500.4243768554079,498.0533875145395,498.7484466649392
364,949,490.2200307261017,364,489.1779407507522,488.5203728297109,489.1137528933992,489.71937187036673,489.5265201212795
365,209,494.6819886543241,365,495.2798964873021,494.4532211202826,494.5911241713976,494.1280377438568,494.65816135027535
366,1085,491.0846805640743,366,490.52223958644976,490.2449884516686,491.6378417228742,489.71937187036673,490.1802013333762
367,614,488.61413062295287,367,489.5734617691523,490.0107393623676,490.2790538177841,489.71937187036673,489.7025812281281
368,1318,489.5003719316898,368,489.3204563973423,490.2287210481197,489.1614261735428,489.71937187036673,489.54311546155446
369,40,486.1447923332821,369,488.96473776722496,490.47578039524456,490.0205055885514,490.8529065750889,490.3739419376965
370,1262,492.52214821082,370,490.9771422890079,490.40393539834974,490.8716941361806,490.8529065750889,490.910570626793
371,442,490.70507809374766,371,492.4718078586077,492.9253743855944,492.18033062860746,494.1280377438568,494.436794765836
372,302,492.2745765091786,372,490.6274749533741,490.99871667164746,491.2133667827559,489.71937187036673,489.5787597859317
373,505,489.7854134975564,373,489.9044505815256,490.3408851344798,490.0429673019775,490.8529065750889,490.4042039147072
374,225,485.3080792489025,374,489.2777200469972,490.30062442800187,489.7709290993037,489.71937187036673,489.7591997171015
375,825,491.7907938141573,375,492.751630659328,493.9961878388104,493.1267852084808,494.1280377438568,494.436794765836
376,1387,495.66468235312254,376,496.7198736333352,497.88475386477614,497.3552100874145,498.0533875145395,497.5995468058812
377,1103,497.6407537384509,377,495.7944346953044,494.3553451954679,494.80375909577566,495.1490258760933,494.0927582886343
378,866,494.7760892842222,378,494.3468180782695,494.61203953889606,493.887811436572,495.1490258760933,494.21807986967417
379,169,491.50250618273367,379,492.8721245593246,493.7227935001266,493.80492253627153,494.1280377438568,494.5437758916926
380,1335,492.7796567948772,380,493.7401278418104,494.3658658494055,494.67141476158986,494.1280377438568,494.64359651630303
381,158,496.42620283634784,381,499.3382466136276,500.4395240050581,498.83783342076606,498.0533875145395,500.5728581864663
382,893,492.9194784690089,382,490.907073407796,490.22144564329744,491.304967153905,490.8529065750889,490.6057057605461
383,534,501.4041977545447,383,500.1071139606678,499.4135559939354,499.4157270888003,500.726658035386,499.8533240329099
384,1043,488.52201424938994,384,489.9132050607001,490.7630570286635,490.7412783295974,490.8529065750889,490.8905660746823
385,416,491.75011686463614,385,492.4360295570572,492.0649759449563,491.67298581181785,490.8529065750889,493.0762868588888
386,343,500.9882439308537,386,499.1874555108316,497.88998019455806,499.3258569415657,498.0533875145395,498.7585192095239
387,1313,487.6632198472177,387,489.7341974088666,490.3039770645166,491.4983247590325,490.8529065750889,490.4042039147072
388,995,491.2416026385811,388,490.4891252380476,490.0405110032592,489.58783094092246,489.71937187036673,489.7038710453105
389,126,499.97007063779466,389,498.3833825557404,497.749792539628,496.3124228556312,498.0533875145395,498.6533102912362
390,325,488.3540559121841,390,489.20285149388747,490.2696931100696,489.0266138034306,490.8529065750889,490.4042039147072
391,163,487.9181144155886,391,488.71657316159576,490.13799241836296,489.3982883101243,489.71937187036673,489.43986586483913
392,380,487.3491429365756,392,488.8923502269065,490.0763856644086,489.829181449005,490.8529065750889,490.4042039147072
393,1278,491.7258716280389,393,490.8637468608619,489.9934292143421,490.5750466410863,490.8529065750889,490.8851483957618
394,283,493.6456481902149,394,491.500846786612,490.0284589045463,490.9319439865943,489.71937187036673,490.3739419376965
395,854,499.2877143196638,395,499.1557082877936,498.9110664800611,498.2227482556537,500.726658035386,499.2606505613649
396,521,483.2473417430211,396,491.4790822370956,493.2258038851139,492.0381504530868,493.01795119742974,489.9687149318097
397,951,491.3929825385799,397,490.9560476711422,490.2926763899737,490.39264172656107,490.8529065750889,491.4614006732235
398,942,492.36659669938473,398,490.7872918245041,489.8541567852501,489.9763218214627,489.71937187036673,490.05597841596807
399,297,493.9293975172693,399,493.27888318358407,493.5263161690056,493.61068484110575,494.1280377438568,494.5203999303995
400,1172,499.0633832432339,400,500.6020223483747,500.0714987005754,500.7006566912358,500.726658035386,499.8533240329099
401,1337,494.71684931224087,401,491.6778006592208,490.16271352160766,491.2585161389713,490.8529065750889,490.6057057605461
402,590,483.9244981054837,402,487.7642781603259,490.225614278429,488.9457717048027,489.71937187036673,489.438254836889
403,1191,490.0551494040831,403,489.761896461273,489.7146976674535,490.2391488421427,489.71937187036673,489.6553447505154
404,1066,493.1600491454701,404,493.8249137627884,495.1239292131895,493.6502545461496,494.1280377438568,494.65816135027535
405,317,487.00909061082416,405,489.93436888261056,490.1420119564795,490.8716941361806,490.8529065750889,490.1327978446014
406,484,496.3106634656141,406,494.76600932635466,493.9594017208207,494.2888221688965,494.1280377438568,494.5437758916926
407,150,490.7374224815039,407,490.1436394299434,490.0362247947247,489.2974757009179,489.71937187036673,489.6332081618688
408,96,488.48067885988377,408,489.464799193552,490.6132189575012,489.9094729700575,489.71937187036673,489.7025812281281
409,1309,488.7809398304874,409,489.5672276481743,489.69407096411015,490.2391488421427,489.71937187036673,489.6553447505154
410,422,491.9888635207228,410,493.39517027103807,494.5386919483453,494.0746420213292,494.1280377438568,493.8328585087269
411,738,493.3955711838542,411,491.0708855210655,490.2573537182088,490.2376065981821,490.8529065750889,490.8851483957618
412,1167,492.9600264858864,412,490.9656065368437,489.6863043523177,490.08893923731085,489.71937187036673,489.7591997171015
413,1151,498.6587890069089,413,496.7344534229644,496.43881884934535,496.9408816277589,494.1280377438568,496.50204183458914
414,895,487.2529734316877,414,491.9937741031056,493.0159462887986,492.6642302612324,494.1280377438568,493.4582622498768
415,285,498.8539985135847,415,490.7288506009925,490.2318272559914,490.219063411318,490.8529065750889,491.6802157160066
416,273,486.0205111189185,416,488.3345668932696,490.1582471271177,489.17185201475314,489.71937187036673,489.5760056698518
417,1217,490.2202060929538,417,494.3428268477082,494.298883165956,494.80375909577566,495.1490258760933,494.21807986967417
418,398,495.8731033695984,418,498.4641628513516,499.5706946234153,498.1976743950885,498.0533875145395,499.2553096412914
419,60,496.3540053478641,419,495.8329577409048,494.1338511890059,496.3084873032095,495.1490258760933,496.12660294055786
420,1159,488.02661614282647,420,489.6271200222754,489.7564400289486,489.7341701756199,489.71937187036673,489.7038710453105
421,564,488.2729859222314,421,490.13390574237945,490.09405790034543,490.1671778621948,489.71937187036673,489.7784428528734
422,679,499.3055552910434,422,499.8411471574984,500.0886025124199,500.250958370719,500.726658035386,500.6844704284348
423,397,492.33994740935697,423,495.8315809548665,497.7887014606887,496.155420196873,498.0533875145395,496.85180094111286
424,1155,489.3664311392222,424,489.4870265304378,490.1430353458813,489.0992473851457,489.71937187036673,489.43986586483913
425,874,486.6382375394739,425,487.8921973322026,489.4054459816317,489.1373244169283,489.71937187036673,489.4640553295693
426,924,487.9452132454519,426,489.45567662671607,489.3440792613648,489.42119687724,489.71937187036673,489.73201852891054
427,571,489.3681162462702,427,489.9336180891903,490.3089775486968,491.3353573182056,490.8529065750889,490.05765720454445
428,64,495.2939087012259,428,496.39385588787695,498.5685440933996,496.90387838325927,498.0533875145395,498.19290365587386
429,696,494.7791123131705,429,488.4629970268518,489.40549102954617,488.3840840080567,489.71937187036673,489.73201852891054
430,1174,493.7748267086436,430,493.4431013786258,493.6383369116151,493.1267852084808,494.1280377438568,494.28264716779466
431,1388,491.1276467940261,431,490.9124278122648,490.0728894491734,490.719565550653,489.71937187036673,490.1137879625242
432,260,494.0353970514887,432,493.2657547565072,492.316920693764,492.7945277416438,493.01795119742974,493.5846233429327
433,1328,488.5573099483352,433,489.8411899111538,490.8248879897369,490.7412783295974,490.8529065750889,490.8905660746823
434,735,487.8984622938401,434,489.5338285229668,490.265098195263,489.8886641011646,489.71937187036673,489.6553447505154
435,307,500.2753132092578,435,499.7478224596427,499.43622365545366,499.36178926135375,500.726658035386,499.7312591693348
436,37,492.3804161188864,436,491.0674286160354,490.06689466091984,489.9205032284037,489.71937187036673,489.6001475345136
437,750,495.47240528511446,437,493.8467404423302,493.1888599445872,492.5922317820198,493.01795119742974,492.38951817710887
438,796,486.4876274957441,438,488.2163065461029,490.0806323969738,488.7664335749879,490.8529065750889,489.8605849527895
439,377,490.65987038868826,439,492.4682254862793,493.55618414695977,493.91298684360686,494.1280377438568,493.9027974698146
440,700,496.88942437299846,440,497.4997474156546,497.8276911518069,496.7412872100779,498.0533875145395,498.7585192095239
441,560,486.988712326612,441,489.88020806660535,490.3215735914374,490.7578021313109,490.8529065750889,490.8851483957618
442,773,491.5076073861218,442,491.0293726633655,490.27134780668246,491.0511654611248,490.8529065750889,490.4336221069908
443,817,492.6245379868897,443,492.544360500285,493.3670740935368,493.3564389297359,493.01795119742974,493.2086270399592
444,1089,507.98442538889145,444,499.4018014450395,497.7514108208232,500.4243768554079,498.0533875145395,501.3765001148574
445,431,489.3641304118512,445,493.29525467796174,494.9932643961207,493.5746249972515,494.1280377438568,494.2978814880298
446,1102,493.1126374576164,446,492.6667135798028,493.3890745497826,493.61068484110575,494.1280377438568,494.17997341950337
447,684,501.8746070559585,447,501.1854190236893,499.6901742602995,500.3697842629368,500.726658035386,499.8179605103801
448,518,481.82336069139,448,487.2881978332298,489.0984256367352,487.8865486863936,489.71937187036673,487.9166005598042
449,899,489.3726617886925,449,489.6825669895129,490.5640230778109,489.9577016322743,489.71937187036673,489.7762897065912
450,868,485.79936699721503,450,488.802937459362,490.7468775584295,489.4117875954609,489.71937187036673,489.7025812281281
451,403,487.3024467798246,451,489.31761027067927,490.069774014689,489.6416154370294,489.71937187036673,489.7038710453105
452,986,502.8140622187586,452,499.4900014927453,497.6701539942765,501.0970341992523,498.0533875145395,500.8387735391759
453,1369,490.0751729817902,453,490.0260170309241,490.5231968815772,490.0429673019775,490.8529065750889,490.1327978446014
454,638,501.9771215873821,454,501.1265181867593,499.7568562614026,501.1678139944327,500.726658035386,500.06258526451313
455,1180,497.77167694799954,455,494.6080593183032,494.485208812523,494.2888221688965,494.1280377438568,494.65816135027535
456,498,493.94746468585527,456,490.8683264391433,490.07173121789936,490.5084567342478,489.71937187036673,489.9687149318097
457,1391,492.33965396809145,457,492.5920457095245,493.1232503483832,491.4462743590638,493.01795119742974,492.38951817710887
458,111,489.47912469524266,458,490.8587303472536,492.997695969516,490.9917237981152,490.8529065750889,491.2323048991117
459,210,509.4488670205578,459,501.1900515743396,499.667043320161,501.5766778036007,500.726658035386,501.6572812641591
460,537,490.1305023636966,460,491.35720726591256,493.078041271971,491.8810980938673,493.01795119742974,492.9418649836275
461,404,490.3600626099453,461,490.53811694886457,490.125415257008,489.4975024295989,489.71937187036673,489.54311546155446
462,881,488.911390844281,462,488.8321184911366,489.83169982481024,488.92483209851696,489.71937187036673,489.438254836889
463,106,491.3026821558568,463,490.5697096575707,490.0712689023643,490.4742956628119,489.71937187036673,489.6001475345136
464,414,485.6815827225416,464,488.9125187478857,489.7748748199261,489.6675424158223,489.71937187036673,489.4284205654124
465,57,501.72248356283467,465,501.04992459049305,499.5396187857306,499.3497671111544,500.726658035386,500.745233061912
466,959,493.099286478044,466,490.1788888686873,489.6089285611421,490.49010379468086,489.71937187036673,489.7025812281281
467,954,485.9920986045845,467,488.1522864160606,490.1290582236279,488.8078921868893,489.71937187036673,489.43986586483913
468,1259,491.6861153591352,468,493.0628732309733,493.9064281451133,492.8584679563982,494.1280377438568,494.5203999303995
469,1211,489.70533647020255,469,494.5057681416787,494.06443038445104,494.7228193234148,495.1490258760933,494.38964648826817
470,361,490.2167583523319,470,490.1319476889905,490.3938152384935,489.688337067704,490.8529065750889,489.9019321876779
471,1234,500.2005061511548,471,499.4082426026946,498.6613961636278,501.7441158350476,498.0533875145395,499.2289106132049
472,1250,483.6888111675221,472,487.6634692962272,489.6313804713415,488.6252609762616,489.71937187036673,489.4284205654124
473,879,485.126627591115,473,488.1207381964201,488.4425583305237,487.99740034918113,489.71937187036673,489.2754899942265
474,1289,495.38448195446455,474,491.39098521086936,490.4647807563774,490.6354315872764,490.8529065750889,490.4336221069908
475,1075,486.5675323369796,475,488.9058086694492,489.67707437550274,489.7341701756199,489.71937187036673,489.54311546155446
476,602,501.5045661861447,476,499.0144828843478,499.284435900357,500.8297259941039,498.0533875145395,499.4360247099891
477,201,489.56334208060827,477,489.4338234123128,490.2513881160071,490.4214066234852,489.71937187036673,489.9687149318097
478,191,490.41434892158304,478,490.506357785402,490.0244360208592,490.3529081408485,489.71937187036673,489.5760056698518
479,205,496.1654021153266,479,498.942537313028,499.0131305578674,498.5115609114445,500.726658035386,499.8533240329099
480,1011,493.14094305422,480,490.3213743866556,489.4848825391564,489.2962144502853,489.71937187036673,489.54311546155446
481,401,489.88481696906433,481,489.2172894132462,489.5819770750591,489.7473934773755,489.71937187036673,489.31787975175456
482,985,494.6432461419713,482,489.7154976054952,489.54477197522897,488.587414050844,489.71937187036673,489.54311546155446
483,43,494.2859402367287,483,490.8883564363967,489.9579089969414,491.22417244986485,489.71937187036673,489.9863365196112
484,1240,496.47039348888944,484,496.8723739902337,496.9902589800069,496.7552652626773,495.1490258760933,496.7251845135706
485,44,492.2182856873583,485,495.7411368252599,497.97760436311984,495.149197511677,498.0533875145395,494.7879226613884
486,295,496.1948137370829,486,498.6720842068916,499.3187692086793,499.3497671111544,500.726658035386,499.8736383550794
487,457,502.4132748961904,487,501.3711030821472,500.1934565738477,501.22014197628096,500.726658035386,500.34151503849
488,1108,485.66561037918245,488,489.07304091762745,490.5239263770974,489.0975697712669,489.71937187036673,489.7038710453105
489,1037,492.2431093622293,489,490.71032053849336,490.180619184563,489.9769323007585,490.8529065750889,490.6057057605461
490,99,486.2563547488021,490,489.0783983135359,490.0415265778592,489.4588599468048,489.71937187036673,489.9019321876779
491,189,504.0534770045745,491,499.5443280755849,497.3877350903882,498.32926989897845,498.0533875145395,499.85121724546445
492,1360,492.87704786871,492,491.5664828224976,490.31458748627847,491.18885688961,490.8529065750889,491.4666092990768
493,562,493.70566625580005,493,496.8647189531793,498.56896823769847,496.8493480476599,498.0533875145395,496.85180094111286
494,246,493.4852002111516,494,492.9390918869095,492.6907387407683,492.3311705906363,493.01795119742974,492.9418649836275
495,589,489.8709996910919,495,489.6171787339154,489.8613548516911,490.1882075199362,489.71937187036673,489.9863365196112
496,1065,490.31892553597146,496,490.0070960149128,489.6057207900359,489.95885508334106,489.71937187036673,489.8605849527895
497,504,491.6127357212578,497,490.6471747808163,490.263819099121,490.4523334288952,490.8529065750889,490.1802013333762
498,1104,485.0498662795078,498,487.7729406417995,489.5016896186481,488.6252609762616,489.71937187036673,489.4640553295693
499,84,493.1359814983522,499,498.6505245243271,499.42409198414856,497.674463536442,498.0533875145395,499.1167252826445
500,682,488.0718950008632,500,489.5638317430174,490.01373074995297,490.0005830817114,489.71937187036673,490.1257514639031
501,25,491.93440666132,501,491.0276964778422,489.7144086915692,490.2391488421427,489.71937187036673,489.73201852891054
502,814,489.8808958749781,502,490.1640325819327,490.0314281105762,489.92839251328616,489.71937187036673,490.0337181257111
503,1034,494.1180158307843,503,494.21679584252416,494.3834031890643,495.1598693839693,494.1280377438568,495.38134971735127
504,1270,485.0923543838799,504,487.9282718985605,489.7725262804123,489.5004466961447,489.71937187036673,489.6332081618688
505,728,488.89376027461714,505,492.1366357829127,493.23594179239575,493.2224385979737,493.01795119742974,492.9323075873039
506,1163,500.568820528518,506,494.6060446295632,494.81401786536793,494.10722453877264,494.1280377438568,494.9075268240631
507,990,493.2382155055877,507,496.4682906754466,497.666457565524,497.0886464753802,498.0533875145395,498.48193900129775
508,1242,491.7841813927273,508,492.61448962621057,493.26541276606025,493.4870509727975,495.1490258760933,493.12778841960784
509,837,483.9199546196133,509,495.9195896026316,497.8439300883253,492.3051980561278,498.0533875145395,489.4640553295693
510,446,488.6744586143844,510,489.6778536044718,490.2481621100797,490.0397948557019,489.71937187036673,489.7762897065912
511,114,490.0633479363609,511,490.85912901410416,490.79329918096056,490.8850561594643,490.8529065750889,490.90148568702
512,392,500.18090132751087,512,497.8847829459247,497.70057747532456,498.5149771728511,498.0533875145395,498.0829813712152
513,753,489.2918776712285,513,491.04430962918485,493.2005487471776,492.5457068566941,493.01795119742974,490.4336221069908
514,6,489.0816765402889,514,489.4580111313852,489.7492615300137,488.92483209851696,489.71937187036673,489.5888471973705
515,324,493.0280313942701,515,494.1028646947195,493.51017031356776,493.31543794902126,494.1280377438568,494.5437758916926
