,Index,vote,TS,XGB,Random Forest Regressor,bayes,svr,lars,Linear Regression,lasso,ridge,elastic
281,281,491.1611095107282,488.9180579127608,490.33484,494.3676843767161,489.9475989757979,492.48435469808175,490.295584080149,489.4327145154986,492.48435469808175,489.735918062773,491.9743255869527
282,282,490.3972325175384,493.3118395084404,489.2057,487.5904130825686,490.8570196287477,492.48435469808175,490.8648059936746,490.2836583561108,492.48435469808175,490.5997399570519,492.1852438476892
283,283,489.5367865565756,489.4922442756445,490.06815,489.1790730924238,489.6126086724361,492.48435469808175,489.7307741008968,489.4607434636524,492.48435469808175,489.472347647728,491.96073887340594
284,284,495.57245622346585,490.1849817824646,494.1981,496.7796628462552,493.8582043182796,492.48435469808175,493.7257195474886,493.67288729445954,492.48435469808175,493.7258372433673,493.0063085799656
285,285,489.8633704681963,490.8201293580129,489.9322,489.1132787112542,489.9119437784215,492.48435469808175,489.9709820265182,490.0398812924532,492.48435469808175,489.94528767132965,491.9502554939016
286,286,489.48253877358457,490.84251568884974,489.5624,488.7728334086269,489.524523011286,492.48435469808175,489.5944174705028,489.79150139643406,492.48435469808175,489.6054295231568,492.0063382078888
287,287,493.2927991723625,495.17784784015447,495.4331,494.72460292513904,493.9289314001083,492.48435469808175,493.9528448789859,493.6262882232854,492.48435469808175,493.7804561855167,492.8210642110403
288,288,489.2221392181105,490.1023379043105,489.63293,488.4569234897458,489.867317617729,492.48435469808175,489.95437682834586,489.9909971045652,492.48435469808175,489.9285093049558,491.8860945836646
289,289,489.1308828107335,492.8035255024491,488.348,486.1927321763032,489.5596725770157,492.48435469808175,489.5897390216,489.2826138725481,492.48435469808175,489.4323738387948,492.1541328610487
290,290,491.3124665086368,490.1876568221156,490.73062,493.1582857844869,490.3636855349543,492.48435469808175,490.3509386595539,490.3732383187934,492.48435469808175,490.3640148607707,492.0047809955801
291,291,489.2494299288462,489.3953146883829,490.01486,487.4184588288054,490.1053333890205,492.48435469808175,490.21587347559415,490.08623140659006,492.48435469808175,490.05384785118304,492.47750744299407
292,292,490.56291859078254,491.08831316849455,493.9434,493.7176131180692,493.6231007586239,492.48435469808175,493.52298530184817,493.0307055811505,492.48435469808175,493.28804789008734,492.9569531888196
293,293,489.861870364633,490.2439960017039,490.0705,489.7068659594612,489.4153242760892,492.48435469808175,489.4396698878508,489.4885915110217,492.48435469808175,489.38133654043673,491.8933371584272
294,294,496.6768465732859,492.1089279023659,497.86383,497.3491481659763,497.38760082025976,492.48435469808175,496.73717035368674,497.981794313836,492.48435469808175,497.6171044375651,493.3121860445551
295,295,489.23479758075047,489.3875490575333,489.19153,489.1098110738231,489.8620878406159,492.48435469808175,489.9063674905434,489.93043784006784,492.48435469808175,489.8549594377572,491.9334135071831
296,296,490.106914120368,491.06348006860605,491.50735,491.87508166210654,492.4461050845284,492.48435469808175,492.69419735170646,492.3423738799609,492.48435469808175,492.3171503606018,492.59506291137546
297,297,500.6125138651625,512.6190254649418,495.88147,499.63599006562055,494.1777059642849,492.48435469808175,494.0033186615688,495.34321348290047,492.48435469808175,494.778522898844,492.51069125227696
298,298,491.88333061568784,491.9822112280378,490.6846,493.3757535695984,490.9894902387495,492.48435469808175,491.1621284990043,491.5335001193521,492.48435469808175,491.3377296963744,492.01454385034987
299,299,489.8643538702144,492.21749544051886,489.26984,487.6946411122823,489.7736547493735,492.48435469808175,489.6879926014055,489.6571676234904,492.48435469808175,489.6912603062479,492.16982523570016
300,300,489.3152866968396,489.944361627679,489.5841,488.47924975750647,489.8113626102155,492.48435469808175,489.8348687880404,489.96965674158855,492.48435469808175,489.86404258896505,491.8799651976652
301,301,492.1477614341805,492.13145886001416,493.88904,494.7456497173503,492.5569830563237,492.48435469808175,492.9757942732133,492.51389697404056,492.48435469808175,492.4475056972146,492.6462179118049
302,302,490.7189984365664,491.1259554181678,490.3992,491.2109468285824,491.0164369904014,492.48435469808175,491.084989744333,491.2457395695819,492.48435469808175,491.2410929622109,491.9736298143439
303,303,490.8631792215378,489.38152686593793,490.26126,493.6920585621696,489.6313950164797,492.48435469808175,489.7915140645286,489.61764559802793,492.48435469808175,489.5973430105012,491.860458822517
304,304,490.7422252717528,490.82273376907415,491.0404,491.1077690215684,490.1149060770478,492.48435469808175,490.3342148331593,490.3618384292213,492.48435469808175,490.24265251656345,491.9330707731981
305,305,490.1928313190347,494.1845355159719,489.78436,487.3252181810532,492.9914195309594,492.48435469808175,493.6367086710553,493.0155603992711,492.48435469808175,492.9516588052595,492.69902633863774
306,306,495.544727928704,499.2381368476957,494.36496,496.510966427145,494.73697664895536,492.48435469808175,495.0394810147621,494.92532354235686,492.48435469808175,494.8637340498077,492.9605409505348
307,307,489.581549896142,491.11322673839,489.72665,488.30361081638193,490.4823062622959,492.48435469808175,490.3224495075796,489.8883648500307,492.48435469808175,490.25336662276254,492.0624327695512
308,308,500.1582475989935,496.64322387176384,499.53522,499.3696097894858,499.8813459639752,492.48435469808175,499.25130600896034,499.776952796031,492.48435469808175,499.8406209726021,493.65585509965103
309,309,490.8714028307199,489.8723562211126,490.91284,492.1709168729468,490.5839040654569,492.48435469808175,490.4406563669455,490.6100148344103,492.48435469808175,490.6120409671071,492.0248853327359
310,310,489.9279498917298,490.8634706017421,490.10568,488.83366064964525,489.7256443358731,492.48435469808175,489.9566729238705,489.9948618717476,492.48435469808175,489.8376338118344,492.00732243855134
311,311,497.156856872218,488.64882163882623,499.79193,500.9061398474363,497.1305205724912,492.48435469808175,496.4657584812576,497.73852387128215,492.48435469808175,497.4021544163584,493.0995062251986
312,312,500.7567747515259,510.0035735927486,499.581,498.3466667205772,500.7906184665346,492.48435469808175,500.59870565819625,501.3346946906624,492.48435469808175,501.1094359581561,493.7848956623616
313,313,502.0395164361825,508.0106067005392,501.12988,502.16728758558776,501.1095910986202,492.48435469808175,500.1848451571753,501.57258403015646,492.48435469808175,501.4354354409541,493.7894923013381
314,314,491.1146123382503,489.1312107820574,490.3127,492.8129321667436,490.0898171493915,492.48435469808175,490.437346715548,489.51109685540746,492.48435469808175,489.8679741104379,491.97690918533823
315,315,489.3145494456294,490.1572745178102,489.4883,488.1530488867404,490.1136155560558,492.48435469808175,490.1663939540106,490.23391254560215,492.48435469808175,490.1849393347942,491.891820611284
316,316,493.8798627833708,488.5774356454289,495.91696,494.9158544215512,497.2170632162768,492.48435469808175,496.5757104335064,497.6263050322511,492.48435469808175,497.4232303048882,493.12255948057816
317,317,489.73445833819295,490.8139600463184,489.9372,488.82865979881046,490.0743107417956,492.48435469808175,490.121447613431,490.338109910674,492.48435469808175,490.2261073397592,491.9179798791211
318,318,491.4992375694704,492.5827622972447,490.66345,490.36029002516943,489.8055266195531,492.48435469808175,489.73800123155206,489.84373387920215,492.48435469808175,489.78103028610695,492.166387494462
319,319,491.649147017956,490.4664371992362,490.81406,493.81324822081496,490.4353004983738,492.48435469808175,490.43628315746287,490.490005400516,492.48435469808175,490.47676506543,492.0025410061433
320,320,491.678365378428,489.8205172416319,492.32855,492.76584258818497,489.9526483848042,492.48435469808175,490.0256515960387,489.69709369199455,492.48435469808175,489.8748658205059,491.8805788822654
321,321,503.0776115173727,502.57041858159016,501.27844,501.31710121676,499.9870203130128,492.48435469808175,500.1826777457801,500.15484541406977,492.48435469808175,500.02240869854927,493.8071814229661
322,322,490.3562068880012,488.8833699162694,489.92523,492.2062269790369,489.3437065606742,492.48435469808175,489.4927686668379,488.707481148214,492.48435469808175,489.01506278981617,491.9789903053133
323,323,499.70151212483165,493.0612075367348,501.74203,502.0002751629794,497.4652411395575,492.48435469808175,496.8002484205858,498.0950411676605,492.48435469808175,497.7416975689695,493.2935975172385
324,324,491.079587893342,490.9358904814357,493.24634,493.4693606176979,492.5384438058416,492.48435469808175,492.843359178404,491.91357596529417,492.48435469808175,492.2820171211136,492.6004062418559
325,325,491.4687287373663,490.8202740964365,494.31586,495.7194950385532,494.7316696701148,492.48435469808175,495.29929135955945,494.8514705975834,492.48435469808175,494.7735894874822,493.000145519054
326,326,490.5867593923763,491.39356295455633,490.3992,490.1680579965761,491.12230275738193,492.48435469808175,491.21562596584135,491.3813459558986,492.48435469808175,491.38346092098,491.96929979746886
327,327,489.59273577582377,490.4848521227833,489.872,488.7271738750092,489.6728937908928,492.48435469808175,489.8836304061068,489.6671661320431,492.48435469808175,489.6848422534917,492.0262795873352
328,328,492.2089103450237,494.4797179006496,489.83493,490.8405011895605,490.9501251816951,492.48435469808175,490.9845429521336,490.67181345940674,492.48435469808175,490.7879719299878,492.1811711784322
329,329,501.3254339970554,498.2725451104535,500.53787,501.5975093003607,499.4474110678103,492.48435469808175,499.7083857542473,499.165700053017,492.48435469808175,499.3204941101639,493.6398320589356
330,330,496.8098966745628,492.820282826576,497.99417,496.7109861877087,497.49739597323673,492.48435469808175,496.9355937485866,497.45589947382894,492.48435469808175,497.520545976664,493.3170663506188
331,331,493.0623993397082,493.4326173564491,495.0318,495.63899365242025,494.724425074655,492.48435469808175,494.9765362153676,495.06798928757865,492.48435469808175,494.7708534190538,493.02979267967567
332,332,489.2056140751581,489.2841198892367,489.78592,487.9288099166812,490.17292809501856,492.48435469808175,490.2937678553493,490.0313410441753,492.48435469808175,490.05938983815673,492.4866752294155
333,333,497.370168671503,511.9011724465574,492.90924,494.87102639125646,493.5764890942978,492.48435469808175,493.4267303254744,494.4315760623759,492.48435469808175,493.9883383069024,492.50346614239686
334,334,491.3498651215985,494.97524015307897,490.60944,489.1414762620215,493.24324192736265,492.48435469808175,493.9114732036411,493.375403369381,492.48435469808175,493.29703224607965,492.69841451875817
335,335,491.7150072250592,492.71556007945935,489.50003,491.61456603252304,489.7148241390198,492.48435469808175,489.6826132152806,489.6541890502938,492.48435469808175,489.65483418510087,492.1569834584897
336,336,494.3287048546218,495.9446978641468,495.4331,497.37681451852905,494.38263558788674,492.48435469808175,494.3567837977952,494.1776094167901,492.48435469808175,494.2902409201568,492.8496490570744
337,337,494.4882390637031,500.6678712908438,494.0154,493.58574859639833,493.7594365931874,492.48435469808175,493.430698115106,493.6193803509848,492.48435469808175,493.7039197324421,492.9562998419069
338,338,490.0129266768758,489.41999615858606,490.04407,490.101179469995,489.6333798610327,492.48435469808175,489.8877320631095,489.62116883636617,492.48435469808175,489.5996682771005,491.9052952045285
339,339,488.465162332826,489.6573278396983,489.77005,486.5156057673141,489.9684350124651,492.48435469808175,489.9651845768812,490.0386286174879,492.48435469808175,489.9932780733535,491.8901866986736
340,340,491.9261096149532,494.6502301386644,490.93448,490.92065884418327,493.0392347734576,492.48435469808175,493.7556200384956,492.95705488473857,492.48435469808175,493.0501227841995,492.6370689366731
341,341,493.88391092195343,494.2452900400265,494.85138,496.227277875834,496.0142396610639,492.48435469808175,495.5319130969783,496.65576836291945,492.48435469808175,496.4825217662085,492.844864297011
342,342,495.5550499255173,493.38475130273486,495.61557,495.13713293252925,497.50192777057697,492.48435469808175,496.8719072335649,497.75258939768406,492.48435469808175,497.63206662318606,493.3163185219077
343,343,489.4509944645591,493.0254842180172,488.60422,485.24787022994514,489.6193348906993,492.48435469808175,489.6632852833458,489.3861198164034,492.48435469808175,489.50102321948,492.15895028227885
344,344,490.3430255922802,491.19841284658514,490.53082,490.0164284296703,490.9338985173949,492.48435469808175,491.01779529120046,491.1309878163559,492.48435469808175,491.1318675057369,491.9719921716308
345,345,493.5879282399328,497.0102131841023,490.9444,491.6140964256416,490.1242497713084,492.48435469808175,490.082373637948,490.24020824065946,492.48435469808175,490.0952661052497,492.3660792161984
346,346,492.9368710684658,488.2089953857503,495.1258,492.8874149155329,497.1695858323934,492.48435469808175,496.58166876510455,497.6434784978304,492.48435469808175,497.3686142720651,493.1461618517247
347,347,491.15221700340254,492.6052549533681,493.53067,494.2592080415254,494.1920853232763,492.48435469808175,494.0005731232175,493.9147041566856,492.48435469808175,494.03850392379866,492.9477217855258
348,348,499.60713718180585,503.9980560608804,500.49023,500.59039289000975,500.5961352717872,492.48435469808175,500.3343237190391,500.9912513792973,492.48435469808175,500.890633356781,493.6770083572653
349,349,490.5139146644212,490.1703454024688,490.18887,490.7005376168332,489.7494429232347,492.48435469808175,489.8036268381804,489.69473907791394,492.48435469808175,489.69557767966006,491.9392602002881
350,350,487.8124967068016,489.6748324739681,488.955,486.023718185216,489.9465564557661,492.48435469808175,490.0354963165492,490.037997861287,492.48435469808175,489.9797731031783,491.8865169627742
351,351,501.3891278266257,502.8249876612218,499.1931,497.6302288726257,499.8515085864345,492.48435469808175,500.0732300966524,499.79523032597655,492.48435469808175,499.7994027729527,493.7869208091457
352,352,490.3450650496341,492.1969153438498,491.51645,490.6660285071029,492.5420893118986,492.48435469808175,492.9244514955,492.4529619251223,492.48435469808175,492.4068462686637,492.62457993527687
353,353,489.8111760980041,490.3260365254869,490.06824,488.9255358917398,489.6532823434813,492.48435469808175,489.7214439866941,489.9438994644209,492.48435469808175,489.7509335442242,492.0125940718064
354,354,490.5297853093019,490.166830797147,492.69547,493.3815527853967,492.5969022499211,492.48435469808175,492.8676762784387,492.0618592488007,492.48435469808175,492.3253356323991,492.6400399533831
355,355,491.72249408070206,490.74547110673575,491.66602,492.6497975533558,490.255185870495,492.48435469808175,490.1708415391318,490.4471268839314,492.48435469808175,490.34772034533455,491.9388048881291
356,356,493.87076346508735,489.8752757548704,493.45514,492.5001999896564,493.7158733360236,492.48435469808175,493.5643860198808,493.4178441484655,492.48435469808175,493.5680367113317,492.9836200738659
357,357,488.9580664136459,489.0647601762092,489.78592,487.44875722598897,490.1588246414444,492.48435469808175,490.2734652744548,490.0913590488697,492.48435469808175,490.0704611305982,492.4797285320931
358,358,491.0825466598494,489.9918200275516,491.16174,491.5218008571953,490.0038729699697,492.48435469808175,490.1976916233983,489.9549029003148,492.48435469808175,489.9702814495389,491.9027799008464
359,359,488.3438907867954,489.9541603603804,489.6912,485.7460211554184,489.51268598135823,492.48435469808175,489.5537791491439,489.2175702798615,492.48435469808175,489.3765949944082,491.9003858070157
360,360,487.3858055739132,489.304092849242,488.12262,484.5059192911998,489.4457296247573,492.48435469808175,489.5285179693403,489.5014364366402,492.48435469808175,489.3961702806455,491.8955490531184
361,361,490.4076830664762,490.4795207348967,490.38138,490.5616381465801,490.0535426586577,492.48435469808175,490.0613309228023,490.0328980527125,492.48435469808175,490.0328809444479,491.9361016375929
362,362,490.17342922113926,489.6503901197892,489.7395,491.0424200377756,489.59136218352734,492.48435469808175,489.7501735635668,489.6274521458152,492.48435469808175,489.5914537083631,491.8841094089299
363,363,497.952163149228,492.97110124938814,498.51364,500.7117548470931,497.3454820606423,492.48435469808175,496.78625658983856,496.74211453352,492.48435469808175,497.1778540731117,493.3153891171865
364,364,493.5471274882446,502.2366657236457,489.83517,489.6247379045189,491.9149696296591,492.48435469808175,491.7789881118116,490.8031887836801,492.48435469808175,491.52791174348135,492.4741635450314
365,365,494.7582366055414,489.52001364210753,494.1981,495.3436771459352,493.7209381440739,492.48435469808175,493.61586369139695,493.3372181660699,492.48435469808175,493.52875068537656,493.0015306782211
366,366,490.6546071273133,489.8878524455556,490.89624,490.9948662583008,490.2567950319509,492.48435469808175,490.27263991359945,490.54726435763496,492.48435469808175,490.4124260895935,491.8898382190176
367,367,489.5280510797273,489.60773164942646,489.92285,488.8249922211602,489.8315444874611,492.48435469808175,489.8338514303973,489.8968590147833,492.48435469808175,489.8298940698167,491.8854749462093
368,368,489.4931144038003,489.8008911538302,489.22495,488.9171405110119,489.869067018433,492.48435469808175,489.9535064402524,489.9474081902654,492.48435469808175,489.869713858204,491.9335321319637
369,369,489.5121607391516,490.3349638002929,490.4626,487.6026846066495,490.7050973751287,492.48435469808175,490.6373247544152,490.7187973731647,492.48435469808175,490.7333394656875,492.02841859471823
370,370,491.1760582532982,490.623275631664,490.78387,492.1001010721173,490.6193245100126,492.48435469808175,490.6173082528066,490.7896658701172,492.48435469808175,490.7278954315412,492.00617085111554
371,371,490.4765713599908,490.6098883017803,493.5458,491.922748259195,495.2536518898431,492.48435469808175,494.9732216144991,495.262955675131,492.48435469808175,495.2854776212282,493.0203938390069
372,372,493.2993706579082,496.365817902894,491.08975,491.0792653896981,490.13318230589766,492.48435469808175,489.96402568274056,490.1427541121671,492.48435469808175,490.0579336013884,492.3704610223826
373,373,490.2252470995209,490.9803999277046,490.26526,490.0622784028,490.03322165265774,492.48435469808175,489.92346795221175,490.18757540332206,492.48435469808175,490.0980826696803,491.9085222881488
374,374,489.5767716644497,491.6489010390624,489.81003,486.9223021530486,490.6436630200977,492.48435469808175,490.8445775207917,491.147657688237,492.48435469808175,490.9415032929082,491.9738480279796
375,375,493.2475493602763,494.2181707453258,492.50742,492.1814439215546,493.3652785140783,492.48435469808175,492.8191523549386,492.9829333932738,492.48435469808175,493.13860294308057,493.02925856223095
376,376,495.137999307741,490.51404950523744,496.603,496.6466638959683,496.4437551204485,492.48435469808175,495.7644451612963,497.0747940968075,492.48435469808175,496.6987212176326,493.3277353294061
377,377,493.6546757205687,495.219136034,495.00958,495.9872070071144,494.71120220056144,492.48435469808175,494.6217824704883,494.53191643731714,492.48435469808175,494.6285349737517,492.9406694964572
378,378,494.8173777261304,498.6647312725548,494.2349,494.5861875530495,494.484142020433,492.48435469808175,494.8360754738187,494.5599053610055,492.48435469808175,494.5323423153085,492.9692459581684
379,379,492.85571435226575,494.1335060139948,492.93985,491.93518696821496,493.4557669405272,492.48435469808175,492.9451139102917,493.8142226634152,492.48435469808175,493.46191700995,493.05143469847405
380,380,492.65811606689886,494.9051655376961,493.70743,493.958457616785,495.9022938860807,492.48435469808175,495.4646210099954,496.43326068681614,492.48435469808175,496.3613059557102,492.78940668391937
381,381,498.1944343701802,504.7786809837703,498.2024,498.8924251582084,500.4965521795058,492.48435469808175,500.33443037591394,500.8839997542984,492.48435469808175,500.7634794446212,493.6603030316584
382,382,491.07675964286665,490.96374652933247,490.58,492.3990832736279,489.93222083382807,492.48435469808175,490.10069670392846,490.2548588839829,492.48435469808175,490.0578570815613,492.0301350845602
383,383,502.2283263431811,502.639024829763,498.84952,500.8510291060725,499.96053556991205,492.48435469808175,500.1748658279483,500.0499733571827,492.48435469808175,499.95679676948106,493.806134470313
384,384,490.5788103749299,491.7250735771021,490.6532,489.0621271687164,491.1365292313691,492.48435469808175,491.23441724463225,491.3564686559424,492.48435469808175,491.3622525574342,491.9895898610185
385,385,490.51923097162086,490.9603708645516,492.94565,492.3893405157399,492.3092047069975,492.48435469808175,492.79145601423534,491.8143287289251,492.48435469808175,492.0187286856511,492.5702137310119
386,386,497.74721107747433,493.088766790024,498.4403,501.0937168902556,497.2541175143169,492.48435469808175,496.73119217463545,496.4360836975298,492.48435469808175,497.0244568247875,493.3114978923747
387,387,489.8761300683954,490.506797952956,490.74142,488.67747160386295,489.7766937925752,492.48435469808175,489.9258076600936,490.0813127046087,492.48435469808175,489.9037314015904,492.0142827733584
388,388,490.4057064004475,489.24017379846447,490.36954,491.0653561964884,490.7113134486038,492.48435469808175,491.0465119535089,490.74862616246736,492.48435469808175,490.77880710468577,491.994236593593
389,389,497.6769134697341,492.5151699876749,499.46686,498.6773601544948,497.5068202010756,492.48435469808175,496.90527682967337,497.6244327619397,492.48435469808175,497.5753285306734,493.3196822783759
390,390,489.4379051671306,489.9752182249106,489.765,488.6835045679521,489.934334733244,492.48435469808175,490.0684615378101,490.1167137277016,492.48435469808175,490.0146881507199,491.9291554958277
391,391,489.2802810935049,490.12912126239377,489.57043,488.1432742122879,489.85070651811145,492.48435469808175,489.95845758203416,489.8902767512642,492.48435469808175,489.82934443771177,491.9279788698547
392,392,489.3342738782797,490.3628939686502,489.58145,488.0562240297608,490.0869112881372,492.48435469808175,489.97077526786506,490.1991050990056,492.48435469808175,490.1472791334408,491.89044316347207
393,393,490.5427494574637,490.1656698925017,490.2474,491.1409191212587,490.0899739511311,492.48435469808175,490.1149905122179,490.1986889435478,492.48435469808175,490.1649383168178,491.8920527304193
394,394,491.5969626348037,490.5812059871929,491.18076,492.8002239339555,489.84942038829166,492.48435469808175,489.92844957940633,489.8975177420678,492.48435469808175,489.8604300586381,491.94051248925655
395,395,501.5605726870911,502.08836540639896,498.69614,499.30502925328807,499.7122247364222,492.48435469808175,499.9079600709035,499.5579878811635,492.48435469808175,499.6082901331485,493.7823337763448
396,396,490.4015752441256,495.7270467249135,489.287,485.97866695259313,493.1020566587338,492.48435469808175,493.7400964525908,492.9302282392699,492.48435469808175,493.1227883046749,492.6247561848463
397,397,490.8877322037072,490.8256949146176,490.99615,491.1553995802007,489.9278092083573,492.48435469808175,490.0047197458329,490.1158550386242,492.48435469808175,490.010242513069,491.9129870130165
398,398,490.8944348843247,490.3212523654521,490.44193,491.6996384548698,489.7489881929915,492.48435469808175,489.7368315932581,489.7848626114841,492.48435469808175,489.7240742846452,491.88211846084846
399,399,493.6904712791522,494.1579624184392,493.68036,493.47931459164704,493.503098834116,492.48435469808175,493.028985334534,493.3525583547945,492.48435469808175,493.35960849247977,493.03628292575456
400,400,500.5336077771087,496.8876636409334,500.09918,499.9605370026897,499.7365119718076,492.48435469808175,499.8689141340199,499.8188169033253,492.48435469808175,499.7572561086887,493.6742444983576
401,401,491.52430813508994,490.7176449132145,490.82843,493.7482300130034,490.0061144153072,492.48435469808175,489.8899385422267,490.082535104666,492.48435469808175,490.04573259784047,491.9059539907904
402,402,488.0746656740619,489.84751566947847,488.99554,485.6640214517423,490.2191752707069,492.48435469808175,490.0914187200592,489.88178735237,492.48435469808175,490.10254945138144,491.9672127416352
403,403,490.1032678463196,489.8665347853915,489.9739,489.3894941859331,490.0633082408046,492.48435469808175,490.1901235154084,489.92873721053473,492.48435469808175,489.9659473688537,492.4857562682831
404,404,491.35900557826864,491.3962335729182,494.07495,493.8762215513123,494.73773317969824,492.48435469808175,495.33758266773793,494.9573238150961,492.48435469808175,494.8072516715585,493.0010459761952
405,405,489.6530375744151,490.3623178864139,490.6303,488.3171612431285,490.08842667445066,492.48435469808175,490.0277702393013,489.8943706441004,492.48435469808175,490.0568249072893,491.9167896315477
406,406,494.6202195668073,493.2835638795786,494.86124,495.4929159425181,493.4469299202841,492.48435469808175,492.8936857607666,493.578425464842,492.48435469808175,493.3643430494928,493.0543003218341
407,407,489.6975222928036,489.2576982725724,489.80884,490.32738587830505,489.8832365922424,492.48435469808175,490.1366744503065,489.4090237787376,492.48435469808175,489.7032391826653,491.9804879272079
408,408,489.8581054991839,490.14555025020064,490.247,489.09938272410255,490.7085770001335,492.48435469808175,490.5112967655253,490.1829947397837,492.48435469808175,490.50323511066495,492.0879308606228
409,409,489.7546292699548,489.27413407732496,490.01486,489.3072125029965,490.03049345759104,492.48435469808175,490.1413142597284,489.8483012268852,492.48435469808175,489.91254828407415,492.47822300992095
410,410,492.0231658986918,493.1280348924778,494.39493,493.3668832306271,496.0341736816546,492.48435469808175,495.5929422049927,496.430661381472,492.48435469808175,496.4581201043088,492.8959542933311
411,411,491.0816482585257,490.18024176337633,490.34802,492.22673487613895,490.4219648326479,492.48435469808175,490.4697557047513,490.5322792072204,492.48435469808175,490.4859491707035,491.98943407397405
412,412,490.47265832293306,489.571042962446,489.9234,492.2321002529375,489.4730984080614,492.48435469808175,489.7055548743856,489.4879698610743,492.48435469808175,489.4507009497253,491.8989199479405
413,413,496.1726384637222,500.9913878225933,497.34415,497.9018430721067,491.569035067013,492.48435469808175,491.5018326503359,492.3842840552423,492.48435469808175,491.8956477083283,492.5489828342907
414,414,488.36302212528,493.6142882313433,492.4514,488.9819793364885,494.7185034152337,492.48435469808175,494.1062895443753,494.5304922920363,492.48435469808175,494.65502624918025,493.0206972665875
415,415,492.0941060323392,490.121398173362,490.53003,495.6173759488136,490.1277928769324,492.48435469808175,490.1578503125655,490.216587285575,492.48435469808175,490.17328605901525,491.9323294134287
416,416,488.4527888062904,489.3425394622726,488.88077,487.1673490468151,489.9479716798052,492.48435469808175,489.90772764535456,489.9576180728118,492.48435469808175,489.94016157971976,491.8972932088804
417,417,492.1296841747096,494.7890092329533,494.68185,492.4076581964276,494.27261533414776,492.48435469808175,494.20474041595946,494.0167991500971,492.48435469808175,494.111970150681,492.93750923178106
418,418,498.7011656815842,497.1801354619622,497.6077,496.80814077743497,499.5510550450944,492.48435469808175,499.8015437522972,499.492001963445,492.48435469808175,499.5024614125962,493.6573068822384
419,419,492.7322561411543,492.2709384453918,495.2948,496.1109970635338,494.4098602599611,492.48435469808175,494.7698303111366,494.3827746941038,492.48435469808175,494.3207392176896,493.0192688005984
420,420,489.2271198743256,488.871080269246,489.86386,488.78039142128046,489.2545977117328,492.48435469808175,489.4347883382833,488.5845800880342,492.48435469808175,488.8897383280917,491.9660561953401
421,421,489.51697067410095,488.9554878536052,489.68857,489.7387387384295,490.1708798376923,492.48435469808175,490.4927151765673,489.63504363450295,492.48435469808175,489.9698737942331,491.9840244874253
422,422,502.2021424550078,501.7744041135872,499.89276,499.7079016393792,500.3351936953073,492.48435469808175,499.8260344564109,500.3787202258027,492.48435469808175,500.35906090290297,493.8007082505017
423,423,494.9845899850615,491.32733650328936,497.00378,493.6699221251861,496.3916359546864,492.48435469808175,495.6753018565361,496.9955261567453,492.48435469808175,496.6542832159405,493.31869190652384
424,424,489.6826726445161,488.9136392487246,490.01385,489.4647947174877,490.4849543845976,492.48435469808175,490.7023482803764,490.3974792486544,492.48435469808175,490.4597648591591,492.0054467393456
425,425,489.8023167532353,492.68544959695055,488.20114,487.3195928575951,489.7609832215891,492.48435469808175,489.6745776322328,489.6057903903173,492.48435469808175,489.6729228910273,492.1578818383668
426,426,491.211998557357,494.3378127210286,489.06253,488.41577689569925,490.9117638699941,492.48435469808175,490.96772119076616,490.6468960656383,492.48435469808175,490.7572678571828,492.1899793679514
427,427,490.23496763045927,490.6229544087088,490.50867,489.9105037477997,490.1023510991543,492.48435469808175,490.0404803953343,490.265558870981,492.48435469808175,490.1816290626816,491.89632294353936
428,428,494.323136292968,488.46097100203787,496.8847,496.4732726113122,497.0437540089678,492.48435469808175,496.3515005394205,497.423930120048,492.48435469808175,497.2711306572787,493.08208645321537
429,429,492.0560508818221,494.37126899965375,488.94778,491.9732249848327,490.9539882617824,492.48435469808175,491.0126217221801,490.4291123224403,492.48435469808175,490.7338727787592,492.1791365708282
430,430,493.9917442624003,489.45930949361895,493.71793,493.6071201758052,493.8319520862811,492.48435469808175,493.6627534898689,493.5243200170684,492.48435469808175,493.67160883166105,492.99844653356377
431,431,490.322891291504,490.0984446617976,490.05106,490.8197106476551,489.9374415374609,492.48435469808175,489.8927162426857,490.0136376379717,492.48435469808175,489.969092834594,491.91463017540576
432,432,491.2764294860592,490.4388030684664,493.4679,493.5681971840143,492.7256802939592,492.48435469808175,493.1412057895442,492.2666116397481,492.48435469808175,492.4666943221155,492.6284187554798
433,433,490.377804176924,491.2115369368559,490.6035,489.7139477974818,491.0581092906369,492.48435469808175,491.0646877034511,491.6925982455721,492.48435469808175,491.4139726382844,491.97482573002566
434,434,489.65796872256,490.1380359449285,490.25983,488.63651630770494,489.7665414539085,492.48435469808175,489.8276886900682,489.7293922574874,492.48435469808175,489.70780081078726,491.9443646816661
435,435,502.130459671711,501.7616732545912,499.6082,500.280880537212,499.8067290855444,492.48435469808175,500.00476120840153,499.5643288315106,492.48435469808175,499.6955766456033,493.78552146518746
436,436,490.6543234798263,489.915076104156,490.12952,491.6386859260511,489.7376602070235,492.48435469808175,489.87653589608425,489.1850961013367,492.48435469808175,489.47030850507065,491.9754311689648
437,437,494.49129400121234,495.1475818842383,493.8052,494.5681640887887,493.1644681961689,492.48435469808175,493.8475106859479,493.2552726855264,492.48435469808175,493.19701937311726,492.6922473050255
